ISTASYON_NO,SOKET_GUCU,SOKET_NO,SOKET_TIPI,SOKET_TURU
ŞRJ/8289,11,SKT/19001,AC,AC_TYPE2
ŞRJ/8289,11,SKT/19003,AC,AC_TYPE2
ŞRJ/8290,11,SKT/19004,AC,AC_TYPE2
ŞRJ/8290,11,SKT/19005,AC,AC_TYPE2
ŞRJ/8292,11,SKT/19007,AC,AC_TYPE2
ŞRJ/8292,11,SKT/19008,AC,AC_TYPE2
ŞRJ/8293,11,SKT/19009,AC,AC_TYPE2
ŞRJ/8293,11,SKT/19010,AC,AC_TYPE2
ŞRJ/8300,22,SKT/19020,AC,AC_TYPE2
ŞRJ/8300,22,SKT/19021,AC,AC_TYPE2
ŞRJ/8301,22,SKT/19022,AC,AC_TYPE2
ŞRJ/8301,22,SKT/19023,AC,AC_TYPE2
ŞRJ/8313,22,SKT/19061,AC,AC_TYPE2
ŞRJ/8313,22,SKT/19063,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19116,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19117,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19118,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19119,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19120,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19121,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19122,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19123,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19124,AC,AC_TYPE2
ŞRJ/8330,7,SKT/19125,AC,AC_TYPE2
ŞRJ/963,22,SKT/1635,AC,AC_TYPE2
ŞRJ/964,22,SKT/1636,AC,AC_TYPE2
ŞRJ/964,22,SKT/3302,AC,AC_TYPE2
ŞRJ/965,22,SKT/1637,AC,AC_TYPE2
ŞRJ/966,22,SKT/1639,AC,AC_TYPE2
ŞRJ/967,22,SKT/1640,AC,AC_TYPE2
ŞRJ/968,22,SKT/1641,AC,AC_TYPE2
ŞRJ/969,22,SKT/1642,AC,AC_TYPE2
ŞRJ/969,22,SKT/1643,AC,AC_TYPE2
ŞRJ/969,22,SKT/1644,AC,AC_TYPE2
ŞRJ/969,22,SKT/1645,AC,AC_TYPE2
ŞRJ/969,22,SKT/1646,AC,AC_TYPE2
ŞRJ/970,22,SKT/1647,AC,AC_TYPE2
ŞRJ/970,22,SKT/1648,AC,AC_TYPE2
ŞRJ/970,22,SKT/1649,AC,AC_TYPE2
ŞRJ/970,22,SKT/1650,AC,AC_TYPE2
ŞRJ/970,22,SKT/1651,AC,AC_TYPE2
ŞRJ/970,22,SKT/1652,AC,AC_TYPE2
ŞRJ/970,22,SKT/1653,AC,AC_TYPE2
ŞRJ/970,22,SKT/1654,AC,AC_TYPE2
ŞRJ/971,22,SKT/1655,AC,AC_TYPE2
ŞRJ/972,22,SKT/1656,AC,AC_TYPE2
ŞRJ/974,22,SKT/1660,AC,AC_TYPE2
ŞRJ/974,22,SKT/1661,AC,AC_TYPE2
ŞRJ/975,22,SKT/1662,AC,AC_TYPE2
ŞRJ/975,22,SKT/1663,AC,AC_TYPE2
ŞRJ/977,22,SKT/1666,AC,AC_TYPE2
ŞRJ/977,22,SKT/1667,AC,AC_TYPE2
ŞRJ/978,22,SKT/1668,AC,AC_TYPE2
ŞRJ/978,22,SKT/1669,AC,AC_TYPE2
ŞRJ/979,22,SKT/1670,AC,AC_TYPE2
ŞRJ/979,22,SKT/1671,AC,AC_TYPE2
ŞRJ/981,22,SKT/1674,AC,AC_TYPE2
ŞRJ/981,22,SKT/1675,AC,AC_TYPE2
ŞRJ/982,22,SKT/1676,AC,AC_TYPE2
ŞRJ/982,22,SKT/1677,AC,AC_TYPE2
ŞRJ/983,22,SKT/1678,AC,AC_TYPE2
ŞRJ/983,22,SKT/1679,AC,AC_TYPE2
ŞRJ/984,22,SKT/1680,AC,AC_TYPE2
ŞRJ/984,22,SKT/1681,AC,AC_TYPE2
ŞRJ/998,22,SKT/1697,AC,AC_TYPE2
ŞRJ/998,22,SKT/1698,AC,AC_TYPE2
ŞRJ/999,22,SKT/1699,AC,AC_TYPE2
ŞRJ/1000,22,SKT/1700,AC,AC_TYPE2
ŞRJ/1000,22,SKT/1701,AC,AC_TYPE2
ŞRJ/1001,22,SKT/1702,AC,AC_TYPE2
ŞRJ/1001,22,SKT/1703,AC,AC_TYPE2
ŞRJ/16009,120,SKT/43044,DC,DC_CCS
ŞRJ/16009,120,SKT/43045,DC,DC_CCS
ŞRJ/16009,120,SKT/43046,DC,DC_CCS
ŞRJ/16009,120,SKT/43047,DC,DC_CCS
ŞRJ/1004,22,SKT/1711,AC,AC_TYPE2
ŞRJ/1004,22,SKT/1712,AC,AC_TYPE2
ŞRJ/1006,22,SKT/1714,AC,AC_TYPE2
ŞRJ/1007,22,SKT/1715,AC,AC_TYPE2
ŞRJ/1007,22,SKT/1716,AC,AC_TYPE2
ŞRJ/1009,22,SKT/1718,AC,AC_TYPE2
ŞRJ/1010,22,SKT/1719,AC,AC_TYPE2
ŞRJ/1010,22,SKT/1720,AC,AC_TYPE2
ŞRJ/1012,22,SKT/1723,AC,AC_TYPE2
ŞRJ/1013,22,SKT/1725,AC,AC_TYPE2
ŞRJ/1013,22,SKT/1726,AC,AC_TYPE2
ŞRJ/1015,22,SKT/1729,AC,AC_TYPE2
ŞRJ/1016,22,SKT/1730,AC,AC_TYPE2
ŞRJ/1017,22,SKT/1731,AC,AC_TYPE2
ŞRJ/1017,22,SKT/1732,AC,AC_TYPE2
ŞRJ/4115,22,SKT/8457,AC,AC_TYPE2
ŞRJ/4113,22,SKT/8454,AC,AC_TYPE2
ŞRJ/4340,22,SKT/9051,AC,AC_TYPE2
ŞRJ/10815,22,SKT/26483,AC,AC_TYPE2
ŞRJ/10815,22,SKT/26484,AC,AC_TYPE2
ŞRJ/10815,90,SKT/26485,DC,DC_CCS
ŞRJ/10815,90,SKT/26486,DC,DC_CCS
ŞRJ/6536,22,SKT/14328,AC,AC_TYPE2
ŞRJ/6536,60,SKT/29349,DC,DC_CCS
ŞRJ/6536,60,SKT/29350,DC,DC_CCS
ŞRJ/11712,22,SKT/29360,AC,AC_TYPE2
ŞRJ/11712,22,SKT/29361,AC,AC_TYPE2
ŞRJ/11712,22,SKT/29362,AC,AC_TYPE2
ŞRJ/11713,60,SKT/29363,DC,DC_CCS
ŞRJ/11719,22,SKT/29378,AC,AC_TYPE2
ŞRJ/11719,22,SKT/29379,AC,AC_TYPE2
ŞRJ/11729,22,SKT/29432,AC,AC_TYPE2
ŞRJ/11729,22,SKT/29433,AC,AC_TYPE2
ŞRJ/11731,22,SKT/29435,AC,AC_TYPE2
ŞRJ/11731,22,SKT/29436,AC,AC_TYPE2
ŞRJ/11731,22,SKT/29437,AC,AC_TYPE2
ŞRJ/11734,22,SKT/29444,AC,AC_TYPE2
ŞRJ/11734,22,SKT/29445,AC,AC_TYPE2
ŞRJ/11734,22,SKT/29446,AC,AC_TYPE2
ŞRJ/11734,22,SKT/29447,AC,AC_TYPE2
ŞRJ/11734,22,SKT/29448,AC,AC_TYPE2
ŞRJ/11740,22,SKT/29491,AC,AC_TYPE2
ŞRJ/11740,22,SKT/29493,AC,AC_TYPE2
ŞRJ/11744,120,SKT/29511,DC,DC_CCS
ŞRJ/11744,120,SKT/29512,DC,DC_CCS
ŞRJ/11264,150,SKT/27872,DC,DC_CCS
ŞRJ/11264,150,SKT/27873,DC,DC_CCS
ŞRJ/11264,150,SKT/27874,DC,DC_CCS
ŞRJ/11264,150,SKT/27875,DC,DC_CCS
ŞRJ/11264,11,SKT/29518,AC,AC_TYPE2
ŞRJ/11264,11,SKT/29519,AC,AC_TYPE2
ŞRJ/11264,11,SKT/29520,AC,AC_TYPE2
ŞRJ/11264,7.5,SKT/29521,AC,AC_TYPE2
ŞRJ/11264,7.5,SKT/29522,AC,AC_TYPE2
ŞRJ/11751,20,SKT/29539,AC,AC_TYPE2
ŞRJ/11751,20,SKT/29540,AC,AC_TYPE2
ŞRJ/11751,20,SKT/29541,AC,AC_TYPE2
ŞRJ/11751,20,SKT/29542,AC,AC_TYPE2
ŞRJ/11751,20,SKT/29543,AC,AC_TYPE2
ŞRJ/11751,20,SKT/29544,AC,AC_TYPE2
ŞRJ/11351,20,SKT/28102,AC,AC_TYPE2
ŞRJ/11780,11,SKT/29619,AC,AC_TYPE2
ŞRJ/11780,11,SKT/29620,AC,AC_TYPE2
ŞRJ/11781,11,SKT/29621,AC,AC_TYPE2
ŞRJ/11781,11,SKT/29622,AC,AC_TYPE2
ŞRJ/11782,22,SKT/29623,AC,AC_TYPE2
ŞRJ/11782,22,SKT/29624,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22956,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22957,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22958,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22959,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22960,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22961,AC,AC_TYPE2
ŞRJ/9634,7,SKT/22962,AC,AC_TYPE2
ŞRJ/11806,3.7,SKT/29684,AC,AC_TYPE2
ŞRJ/11807,3.7,SKT/29685,AC,AC_TYPE2
ŞRJ/11824,7,SKT/29753,AC,AC_TYPE2
ŞRJ/11856,22,SKT/29845,AC,AC_TYPE2
ŞRJ/11856,22,SKT/29846,AC,AC_TYPE2
ŞRJ/13097,22,SKT/33779,AC,AC_TYPE2
ŞRJ/13098,22,SKT/33780,AC,AC_TYPE2
ŞRJ/13099,22,SKT/33781,AC,AC_TYPE2
ŞRJ/13100,22,SKT/33782,AC,AC_TYPE2
ŞRJ/13101,22,SKT/33783,AC,AC_TYPE2
ŞRJ/13104,120,SKT/33795,DC,DC_CCS
ŞRJ/13104,120,SKT/33796,DC,DC_CCS
ŞRJ/13107,60,SKT/33801,DC,DC_CCS
ŞRJ/13107,60,SKT/33802,DC,DC_CCS
ŞRJ/13122,22,SKT/33848,AC,AC_TYPE2
ŞRJ/13122,60,SKT/33850,DC,DC_CCS
ŞRJ/13125,22,SKT/33863,AC,AC_TYPE2
ŞRJ/13125,60,SKT/33865,DC,DC_CCS
ŞRJ/13127,22,SKT/33889,AC,AC_TYPE2
ŞRJ/13127,60,SKT/33890,DC,DC_CCS
ŞRJ/7235,150,SKT/16208,DC,DC_CCS
ŞRJ/7235,150,SKT/16209,DC,DC_CCS
ŞRJ/7235,150,SKT/16210,DC,DC_CCS
ŞRJ/7235,150,SKT/16211,DC,DC_CCS
ŞRJ/7235,360,SKT/33894,DC,DC_CCS
ŞRJ/7235,360,SKT/33895,DC,DC_CCS
ŞRJ/7235,360,SKT/33896,DC,DC_CCS
ŞRJ/7235,360,SKT/33897,DC,DC_CCS
ŞRJ/7426,11,SKT/16701,AC,AC_TYPE2
ŞRJ/7426,22,SKT/16702,AC,AC_TYPE2
ŞRJ/13131,22,SKT/33903,AC,AC_TYPE2
ŞRJ/13131,22,SKT/33904,AC,AC_TYPE2
ŞRJ/13132,22,SKT/33905,AC,AC_TYPE2
ŞRJ/13132,22,SKT/33906,AC,AC_TYPE2
ŞRJ/10848,120,SKT/26607,DC,DC_CCS
ŞRJ/10848,120,SKT/33940,DC,DC_CCS
ŞRJ/10851,120,SKT/26608,DC,DC_CCS
ŞRJ/10851,120,SKT/33941,DC,DC_CCS
ŞRJ/10854,120,SKT/26609,DC,DC_CCS
ŞRJ/10854,120,SKT/33942,DC,DC_CCS
ŞRJ/10856,120,SKT/26610,DC,DC_CCS
ŞRJ/10856,120,SKT/33943,DC,DC_CCS
ŞRJ/4571,120,SKT/9637,DC,DC_CCS
ŞRJ/4571,120,SKT/9638,DC,DC_CCS
ŞRJ/4571,120,SKT/9639,DC,DC_CCS
ŞRJ/4571,120,SKT/9640,DC,DC_CCS
ŞRJ/2879,21,SKT/5570,AC,AC_TYPE2
ŞRJ/2879,21,SKT/5571,AC,AC_TYPE2
ŞRJ/2879,10,SKT/5572,AC,AC_TYPE2
ŞRJ/2879,10,SKT/5573,AC,AC_TYPE2
ŞRJ/2879,10,SKT/5574,AC,AC_TYPE2
ŞRJ/2879,10,SKT/5575,AC,AC_TYPE2
ŞRJ/13859,80,SKT/36327,DC,DC_CCS
ŞRJ/13859,80,SKT/36328,DC,DC_CCS
ŞRJ/1671,22,SKT/2895,AC,AC_TYPE2
ŞRJ/1671,22,SKT/2896,AC,AC_TYPE2
ŞRJ/1673,22,SKT/2899,AC,AC_TYPE2
ŞRJ/1673,22,SKT/2900,AC,AC_TYPE2
ŞRJ/1675,22,SKT/2904,AC,AC_TYPE2
ŞRJ/1676,22,SKT/2905,AC,AC_TYPE2
ŞRJ/1676,22,SKT/2906,AC,AC_TYPE2
ŞRJ/1677,22,SKT/2907,AC,AC_TYPE2
ŞRJ/1906,22,SKT/3430,AC,AC_TYPE2
ŞRJ/1906,22,SKT/3431,AC,AC_TYPE2
ŞRJ/2109,22,SKT/3857,AC,AC_TYPE2
ŞRJ/2119,22,SKT/3871,AC,AC_TYPE2
ŞRJ/2119,22,SKT/3872,AC,AC_TYPE2
ŞRJ/2281,22,SKT/4197,AC,AC_TYPE2
ŞRJ/2283,22,SKT/4200,AC,AC_TYPE2
ŞRJ/2436,22,SKT/4570,AC,AC_TYPE2
ŞRJ/2436,22,SKT/4571,AC,AC_TYPE2
ŞRJ/2437,22,SKT/4572,AC,AC_TYPE2
ŞRJ/3493,22,SKT/9047,AC,AC_TYPE2
ŞRJ/3493,22,SKT/9048,AC,AC_TYPE2
ŞRJ/3493,22,SKT/9049,AC,AC_TYPE2
ŞRJ/3493,22,SKT/9050,AC,AC_TYPE2
ŞRJ/3493,22,SKT/9059,AC,AC_TYPE2
ŞRJ/3046,22,SKT/5930,AC,AC_TYPE2
ŞRJ/3047,22,SKT/5931,AC,AC_TYPE2
ŞRJ/3048,22,SKT/5932,AC,AC_TYPE2
ŞRJ/3049,22,SKT/5933,AC,AC_TYPE2
ŞRJ/3050,22,SKT/5934,AC,AC_TYPE2
ŞRJ/3147,22,SKT/6105,AC,AC_TYPE2
ŞRJ/5261,120,SKT/11334,DC,DC_CCS
ŞRJ/5261,120,SKT/11335,DC,DC_CCS
ŞRJ/5261,22,SKT/11337,AC,AC_TYPE2
ŞRJ/5261,22,SKT/11338,AC,AC_TYPE2
ŞRJ/5261,22,SKT/11339,AC,AC_TYPE2
ŞRJ/5261,22,SKT/11340,AC,AC_TYPE2
ŞRJ/1667,22,SKT/2887,AC,AC_TYPE2
ŞRJ/1667,22,SKT/2888,AC,AC_TYPE2
ŞRJ/1668,22,SKT/2889,AC,AC_TYPE2
ŞRJ/1668,22,SKT/2890,AC,AC_TYPE2
ŞRJ/4992,22,SKT/10607,AC,AC_TYPE2
ŞRJ/4992,22,SKT/10608,AC,AC_TYPE2
ŞRJ/14620,22,SKT/38537,AC,AC_TYPE2
ŞRJ/14620,22,SKT/38538,AC,AC_TYPE2
ŞRJ/14620,22,SKT/38539,AC,AC_TYPE2
ŞRJ/14620,22,SKT/38540,AC,AC_TYPE2
ŞRJ/14620,22,SKT/38541,AC,AC_TYPE2
ŞRJ/14620,22,SKT/38542,AC,AC_TYPE2
ŞRJ/14621,180,SKT/38543,DC,DC_CCS
ŞRJ/14621,180,SKT/38544,DC,DC_CCS
ŞRJ/14628,95,SKT/38575,DC,DC_CCS
ŞRJ/7166,22,SKT/16040,AC,AC_TYPE2
ŞRJ/7166,22,SKT/16041,AC,AC_TYPE2
ŞRJ/7166,22,SKT/16042,AC,AC_TYPE2
ŞRJ/7166,22,SKT/16043,AC,AC_TYPE2
ŞRJ/7166,22,SKT/16045,AC,AC_TYPE2
ŞRJ/7166,22,SKT/16047,AC,AC_TYPE2
ŞRJ/14635,21,SKT/38602,AC,AC_TYPE2
ŞRJ/14635,21,SKT/38603,AC,AC_TYPE2
ŞRJ/14635,21,SKT/38604,AC,AC_TYPE2
ŞRJ/14635,21,SKT/38605,AC,AC_TYPE2
ŞRJ/14636,80,SKT/38606,DC,DC_CCS
ŞRJ/14636,80,SKT/38611,DC,DC_CCS
ŞRJ/14638,22,SKT/38612,AC,AC_TYPE2
ŞRJ/14638,22,SKT/38613,AC,AC_TYPE2
ŞRJ/14638,22,SKT/38614,AC,AC_TYPE2
ŞRJ/5394,60,SKT/11715,DC,DC_CCS
ŞRJ/3267,5,SKT/6339,AC,AC_TYPE2
ŞRJ/3270,22,SKT/6344,AC,AC_TYPE2
ŞRJ/3271,11,SKT/6345,AC,AC_TYPE2
ŞRJ/3271,11,SKT/6346,AC,AC_TYPE2
ŞRJ/3272,7.5,SKT/6347,AC,AC_TYPE2
ŞRJ/3272,7.5,SKT/6348,AC,AC_TYPE2
ŞRJ/3368,11,SKT/6645,AC,AC_TYPE2
ŞRJ/3368,11,SKT/6646,AC,AC_TYPE2
ŞRJ/3370,22,SKT/6652,AC,AC_TYPE2
ŞRJ/3370,22,SKT/6653,AC,AC_TYPE2
ŞRJ/3648,22,SKT/7359,AC,AC_TYPE2
ŞRJ/3648,22,SKT/7360,AC,AC_TYPE2
ŞRJ/3648,11,SKT/7361,AC,AC_TYPE2
ŞRJ/3648,5,SKT/7362,AC,AC_TYPE2
ŞRJ/3648,5,SKT/7363,AC,AC_TYPE2
ŞRJ/2994,22,SKT/5795,AC,AC_TYPE2
ŞRJ/3469,21,SKT/6916,AC,AC_TYPE2
ŞRJ/3470,21,SKT/6917,AC,AC_TYPE2
ŞRJ/3470,21,SKT/6918,AC,AC_TYPE2
ŞRJ/3680,21,SKT/7421,AC,AC_TYPE2
ŞRJ/3680,21,SKT/7422,AC,AC_TYPE2
ŞRJ/3680,21,SKT/7423,AC,AC_TYPE2
ŞRJ/4013,22,SKT/8199,AC,AC_TYPE2
ŞRJ/1580,22,SKT/2745,AC,AC_TYPE2
ŞRJ/2249,22,SKT/4114,AC,AC_TYPE2
ŞRJ/2249,22,SKT/4151,AC,AC_TYPE2
ŞRJ/3017,22,SKT/5871,AC,AC_TYPE2
ŞRJ/3017,22,SKT/5872,AC,AC_TYPE2
ŞRJ/4593,22,SKT/9703,AC,AC_TYPE2
ŞRJ/4594,3.7,SKT/9704,AC,AC_TYPE2
ŞRJ/4595,22,SKT/9705,AC,AC_TYPE2
ŞRJ/4598,22,SKT/9717,AC,AC_TYPE2
ŞRJ/4598,22,SKT/9718,AC,AC_TYPE2
ŞRJ/4599,3.7,SKT/11293,AC,AC_TYPE2
ŞRJ/4634,22,SKT/9813,AC,AC_TYPE2
ŞRJ/4636,22,SKT/9814,AC,AC_TYPE2
ŞRJ/4636,22,SKT/9815,AC,AC_TYPE2
ŞRJ/4940,22,SKT/10469,AC,AC_TYPE2
ŞRJ/4940,22,SKT/10470,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7722,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7723,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7724,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7725,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7726,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7727,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7728,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7729,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7730,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7731,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7732,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7733,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7734,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7735,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7736,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7737,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7738,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7739,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7740,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7741,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7742,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7743,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7744,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7745,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7746,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7747,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7748,AC,AC_TYPE2
ŞRJ/3810,11,SKT/7749,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7750,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7751,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7752,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7753,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7754,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7755,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7756,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7757,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7758,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7759,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7760,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7761,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7762,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7763,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7764,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7765,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7766,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7767,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7768,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7769,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7770,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7771,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7772,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7773,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7774,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7775,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7776,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7777,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7778,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7779,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7780,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7781,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7782,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7783,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7784,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7785,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7786,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7787,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7788,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7789,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7790,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7791,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7792,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7793,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7794,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7795,AC,AC_TYPE2
ŞRJ/3811,22,SKT/7796,AC,AC_TYPE2
ŞRJ/3811,11,SKT/7797,AC,AC_TYPE2
ŞRJ/5262,11,SKT/11341,AC,AC_TYPE2
ŞRJ/7560,22,SKT/17068,AC,AC_TYPE2
ŞRJ/7560,22,SKT/17069,AC,AC_TYPE2
ŞRJ/7604,120,SKT/17202,DC,DC_CCS
ŞRJ/7604,120,SKT/17203,DC,DC_CCS
ŞRJ/59,22,SKT/121,AC,AC_TYPE2
ŞRJ/59,22,SKT/122,AC,AC_TYPE2
ŞRJ/59,50,SKT/5297,DC,DC_CHADEMO
ŞRJ/59,50,SKT/5298,DC,DC_CCS
ŞRJ/59,22,SKT/5299,AC,AC_TYPE2
ŞRJ/59,150,SKT/5300,DC,DC_CCS
ŞRJ/59,150,SKT/5301,DC,DC_CCS
ŞRJ/59,150,SKT/5302,DC,DC_CCS
ŞRJ/59,150,SKT/5303,DC,DC_CCS
ŞRJ/7612,22,SKT/17236,AC,AC_TYPE2
ŞRJ/4444,30,SKT/9326,DC,DC_CCS
ŞRJ/5068,22,SKT/10828,AC,AC_TYPE2
ŞRJ/7983,22,SKT/18213,AC,AC_TYPE2
ŞRJ/6389,22,SKT/13934,AC,AC_TYPE2
ŞRJ/6390,11,SKT/13935,AC,AC_TYPE2
ŞRJ/6390,11,SKT/13936,AC,AC_TYPE2
ŞRJ/6390,22,SKT/13937,AC,AC_TYPE2
ŞRJ/6390,22,SKT/13938,AC,AC_TYPE2
ŞRJ/5366,22,SKT/11663,AC,AC_TYPE2
ŞRJ/5366,22,SKT/11795,AC,AC_TYPE2
ŞRJ/5366,22,SKT/11796,AC,AC_TYPE2
ŞRJ/5366,60,SKT/11797,DC,DC_CCS
ŞRJ/5366,60,SKT/11798,DC,DC_CCS
ŞRJ/6989,18,SKT/15611,AC,AC_TYPE2
ŞRJ/5726,18,SKT/12440,AC,AC_TYPE2
ŞRJ/5726,18,SKT/12441,AC,AC_TYPE2
ŞRJ/5726,18,SKT/12442,AC,AC_TYPE2
ŞRJ/5728,18,SKT/12443,AC,AC_TYPE2
ŞRJ/6232,22,SKT/13598,AC,AC_TYPE2
ŞRJ/6234,22,SKT/13602,AC,AC_TYPE2
ŞRJ/6236,22,SKT/13608,AC,AC_TYPE2
ŞRJ/3015,250,SKT/5860,DC,DC_CCS
ŞRJ/3015,250,SKT/5861,DC,DC_CCS
ŞRJ/3015,250,SKT/5862,DC,DC_CCS
ŞRJ/3015,250,SKT/5863,DC,DC_CCS
ŞRJ/3015,250,SKT/5864,DC,DC_CCS
ŞRJ/3015,250,SKT/5866,DC,DC_CCS
ŞRJ/3015,250,SKT/5867,DC,DC_CCS
ŞRJ/3015,250,SKT/5868,DC,DC_CCS
ŞRJ/7153,180,SKT/15999,DC,DC_CCS
ŞRJ/7153,180,SKT/16000,DC,DC_CCS
ŞRJ/7153,22,SKT/16001,AC,AC_TYPE2
ŞRJ/7153,22,SKT/16002,AC,AC_TYPE2
ŞRJ/7153,22,SKT/16003,AC,AC_TYPE2
ŞRJ/7221,11,SKT/16173,AC,AC_TYPE2
ŞRJ/7221,11,SKT/16174,AC,AC_TYPE2
ŞRJ/7222,11,SKT/16175,AC,AC_TYPE2
ŞRJ/7223,11,SKT/16176,AC,AC_TYPE2
ŞRJ/7223,11,SKT/16177,AC,AC_TYPE2
ŞRJ/7237,60,SKT/16214,DC,DC_CCS
ŞRJ/7237,60,SKT/16215,DC,DC_CCS
ŞRJ/7237,22,SKT/16216,AC,AC_TYPE2
ŞRJ/7237,22,SKT/16217,AC,AC_TYPE2
ŞRJ/7237,22,SKT/16218,AC,AC_TYPE2
ŞRJ/7237,22,SKT/16219,AC,AC_TYPE2
ŞRJ/7237,22,SKT/16220,AC,AC_TYPE2
ŞRJ/7237,22,SKT/16221,AC,AC_TYPE2
ŞRJ/7303,90,SKT/16399,DC,DC_CCS
ŞRJ/7303,90,SKT/16400,DC,DC_CCS
ŞRJ/7091,11,SKT/15850,AC,AC_TYPE2
ŞRJ/7091,11,SKT/15851,AC,AC_TYPE2
ŞRJ/3941,22,SKT/8055,AC,AC_TYPE2
ŞRJ/3941,22,SKT/8240,AC,AC_TYPE2
ŞRJ/3941,22,SKT/8241,AC,AC_TYPE2
ŞRJ/3941,22,SKT/21225,AC,AC_TYPE2
ŞRJ/3941,22,SKT/21229,AC,AC_TYPE2
ŞRJ/3941,22,SKT/21230,AC,AC_TYPE2
